# story	evidence	verdict	root_digest
# A root appears here only after its complete JSONL was produced through the
# reviewed gate and committed for review.  JSON self-hashes are integrity
# checks, not authentication; validate-evidence.rb requires this independent
# repository anchor before it calls an evidence chain authenticated.
#
# Sprint 118 / Story #3 replaced the executor pin with a reviewed candidate
# manifest (docs/go-by-example/candidates.tsv), moved every spawn/deadline/
# descendant primitive onto tools/corpus/executor.rb, and bumped the evidence
# schema to 8.  The Sprint 98 schema-6 root that used to be anchored here
# described the retired `go run` / `--compile` recipe; it was moved to
# tests/go-by-example/retired/sprint98-story198-schema6.jsonl.fail and is not
# an anchor.  That retired document is preserved, not deleted: a failed chain is
# part of this corpus's history and must remain readable.
#
# The anchor below is a REAL FAILING RUN.  It is the authenticated diagnostic
# candidate (gosource-v1) driven over all 85 rows in all three modes, and it is
# anchored precisely because it is honest: a fail verdict, produced by the real
# product, with every raw stream retained.  Anchoring it makes it independently
# re-verifiable and lets the tamper suite mutate a document the product actually
# produced instead of one generated by a stand-in.
#
# It is NOT closure.  validate-evidence.rb accepts a `pass` verdict only when
# denominator == executed == 255, missing == 0, and every single attempt is
# spawned, complete and passing.  Story fa07603b71dc closes on that and on
# nothing weaker; the failures this chain records are listed in
# prerequisites.md and are real product defects, not harness gaps.
# Historical v4 root (superseded by reviewed v5 normalization and telemetry setup):
# Sprint118/Story3/fa07603b71dc	/Users/qiangli/.local/state/bashy/sprint118-evidence/published-candidate-002/gbe/results.jsonl.fail	fail	e15613842200bd68b6558964397a2a074d244635322d0d8475bf3a8cbb54a11f
Sprint118/Story3/fa07603b71dc	/Users/qiangli/.local/state/bashy/sprint118-evidence/published-candidate-002/gbe/final-results.jsonl.fail	fail	f90040136533d83c9626f2bb222db2e5dcf86c2e41a6d235827c21a915c0bee7
Sprint118/Story3/fa07603b71dc	/Users/qiangli/.local/state/bashy/sprint118-evidence/published-candidate-002/gbe/reviewed-results.jsonl.fail	fail	79fc60e9bfadbbfa01f00d7855e16f395841fb65db3e9bf6db419c9add33f791
Sprint118/Story3/fa07603b71dc	/Users/qiangli/.local/state/bashy/sprint118-evidence/runtime-integration-005/gbe/results.jsonl.fail	fail	8d5fa5ff92427e48074ab8d28eaffa05d45c83b829b3c4a139beffefa91462a3
Sprint118/Story3/fa07603b71dc	/Users/qiangli/.local/state/bashy/sprint118-evidence/runtime-integration-006/gbe/results.jsonl.fail	fail	725648b9f5525a7f6a1f48eac7aa62fe467d3db93dfad3351275b1111c0b7395
Sprint118/Story3/fa07603b71dc	/Users/qiangli/.local/state/bashy/sprint118-evidence/runtime-integration-007/gbe/results.jsonl.fail	fail	cb0cba13457bf13da68a1250276d4b2e2b13fc7d874570ddea1af2588db4fada
Sprint118/Story3/fa07603b71dc	/Users/qiangli/.local/state/bashy/sprint118-evidence/runtime-integration-008/gbe/results.jsonl.fail	fail	350b335204d2ef888786bffe1b1709873564dd0d071920a21df47058e0defd15
Sprint118/Story3/fa07603b71dc	/Users/qiangli/.local/state/bashy/sprint118-evidence/runtime-integration-010/gbe/results.jsonl.fail	fail	0b4e23d70a888436ad562a961a75cb93bcef280ad6fac11c8463b71a36088b90
Sprint118/Story3/fa07603b71dc	/Users/qiangli/.local/state/bashy/sprint118-evidence/runtime-integration-013/gbe/results.jsonl.fail	fail	a5c6947b99d1a25b6ef8956a3fc1af648cc67a07804973cdff7cdb37f39c641f
Sprint118/Story3/fa07603b71dc	/Users/qiangli/.local/state/bashy/sprint118-evidence/runtime-integration-016/gbe/results.jsonl.fail	fail	82c9c068d1ce30843421600e9d40d55ac8eb62a3a869c580b2ec158a89036c74
Sprint118/Story3/fa07603b71dc	/Users/qiangli/.local/state/bashy/sprint118-evidence/runtime-integration-017/gbe/results.jsonl.fail	fail	0590f81a612ec62a8676497a7f82a1130935187751a1eec14de3b7c89c33db25
Sprint118/Story3/fa07603b71dc	/Users/qiangli/.local/state/bashy/sprint118-evidence/runtime-integration-018/gbe-replay-manager-002/results.jsonl.fail	fail	77cece26e03c82ff256571e44a713c52adc29e45847bea4e19b6ba1b1195a119
Sprint118/Story3/fa07603b71dc	/Users/qiangli/.local/state/bashy/sprint118-evidence/runtime-integration-021/gbe-full.jsonl.fail	fail	c005009bb0cef9e0ab16b2560bf4aeeb55180d63ad7b64f64c32a06f89285f98
